source_id,source_type,jurisdiction,source_url,source_capture_utc,permit_or_record_id,record_status,record_date,project_address,project_city,project_state,contractor_name_raw,description_raw
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1902131108,issued,12/31/19,2075 S BUCKNER BLVD,Dallas,TX,"SCHAFFER CONSTRUCTION, LLC P.O. Box 2431, Frisco, TX 75034 (972) 824-5583",NEW CONSTRUCTION STORE WITH FUEL SALES.
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1908081176,issued,12/31/19,10511 OLYMPIC DR,Dallas,TX,"ALL AMERICAN ROOFING REMODELING 111 PARK HURST LN, ALLEN, TX 75013 (214) 686-9075",NEW CONSTRUCTION - COMMERCIAL BUILDING
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912312016,issued,12/31/19,3569 AINSWORTH DR,Dallas,TX,"T.D.S. IRRIGATION 9405 INVERNESS DR, ROWLETT, TX 75089 (214) 530-1158",INSTALL LAWN SPRINKLER
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912312018,issued,12/31/19,2618 ELECTRONIC LN,Dallas,TX,"DYNA TEN CORPORATION 4375 DIPLOMACY , FORT WORTH, TX 76155 (817) 616-2200",RUN GAS LINES ON ROOF FOR RTU'S DAMAGED IN TORNADO
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303080,issued,12/31/19,4639 IRVING BLVD Ste:302,Dallas,TX,"J C H ENTERPRISES 4601Taos Dr, Haltom City, TX 76180 (817) 526-2733",ELECTRICAL REPAIRS
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912311056,issued,12/31/19,2323 N HOUSTON ST,Dallas,TX,"HOME FRONT RENOVATIONS 909 S SYLVANIA, FORT WORTH, TX 76111 (817) 697-5021",INTERIOR REMODEL ONLY
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912312021,issued,12/31/19,2540 WALNUT HILL LN,Dallas,TX,"DYNA TEN CORPORATION 4375 DIPLOMACY , FORT WORTH, TX 76155 (817) 616-2200",REPLACE GAS LINE ON ROOF TOP UNITS
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1905291080,issued,12/31/19,1520 ROUND TABLE DR,Dallas,TX,"AZTECA ENTERPRISES, INC. 2518 CHALK HILL RD, DALLAS, TX 75212 (214) 905-0612",INSTALL DIESEL GAS BACK-UP GENERATOR
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912313046,issued,12/31/19,9102 SUGARBERRY RD,Dallas,TX,"SUMMER DREAMS A/C REPAIR P.O. Box 2832, Red Oak, TX 75154 (972) 951-2460",INSTALL NEW HVAC
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912121022,issued,12/31/19,4143 MAPLE AVE Ste:130,Dallas,TX,"PLATINUM SAFETY SECURITY 1502 S I-35 STE 230, LANCASTER, TX 75146 (469) 331-0328",ACCES CONTROL
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912311062,issued,12/31/19,25 WIMBERLEY CT,Dallas,TX,"NORTH TEXAS FUTURE FENCE 4557 STATEN ISLAND CT, PLANO, TX 75024 (972) 985-4261",INSTALL FENCE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303045,issued,12/31/19,9653 CHURCH RD,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912311006,issued,12/31/19,610 N BUCKNER BLVD,Dallas,TX,"HAKUNA MATATA PLUMBING SERVICES 1337 BROOKFIELD LN, Mansfield, TX 76063 (817) 566-6001",COMPLETE THE SCOPE OF WORK FROM PERMIT # 1906171021 REPIPE SEWER & GAS TEST
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912313005,issued,12/31/19,4652 MALDEN LN,Dallas,TX,"PRO-STAR PLUMBING 102 Independence Tr, FORNEY, TX 75126 (214) 364-8883",REMODEL EXISTING PLUMBING
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912313039,issued,12/31/19,10116 BRENTRIDGE CT,Dallas,TX,"CLASSIC PLUMBING INC 1301 10TH STREET, PLANO, TX 75024 (972) 423-2552",INSTALL WATER HEATER
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912313049,issued,12/31/19,7638 LA MANGA DR,Dallas,TX,"5TH GENERATION ELECTRIC LLC 1524 LAREDO LN, MESQUITE, TX 75150 (214) 728-1977",UPGRADE EXISTING ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912312007,issued,12/31/19,5414 CEDAR SPRINGS RD,Dallas,TX,"OWEN SERVICES LLC 1014 MANITOBA, GARLAND, TX 75040 (214) 616-3301",INSTALL NEW HVAC
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303002,issued,12/31/19,11428 N CENTRAL EXPY,Dallas,TX,"TRADEMARK ELECTRIC CO LTD PO Box 821448, North Richland Hills, TX 76182-1448 (817) 247-3441",ELECTRICAL REPAIRS
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303064,issued,12/31/19,8527 FAIR OAKS XING,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303083,issued,12/31/19,1008 WESTMOUNT AVE,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912313030,issued,12/31/19,1631 SYLVAN AVE,Dallas,TX,"BILL CODY SONS PLUMBING PO BOX 210433, DALLAS, TX 75211 (214) 339-3401",INSTALL WATER HEATER
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303075,issued,12/31/19,12426 HALLUM ST,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912313047,issued,12/31/19,7955 BRIARIDGE RD,Dallas,TX,"HERNDON MCFARLAND 4181 BILLY MITCHELL , ADDISON, TX 75001-1541 (972) 960-9996",nan
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912313002,issued,12/31/19,8757 ALDWICK DR,Dallas,TX,"BACON PLUMBING HEATING AND A/C INC 295 RANCH TRAIL , ROCKWALL, TX 75032 (972) 722-4006",REPLACE OR MODIFY EXISTING HVAC
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912313003,issued,12/31/19,7810 KILBRIDE LN,Dallas,TX,"MILESTONE ELECTRIC 2360 Crist Rd, Ste B900, Garland, TX 75040 (972) 526-5917",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303043,issued,12/31/19,8265 SKILLMAN ST,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912312012,issued,12/31/19,5414 CEDAR SPRINGS RD,Dallas,TX,"OWEN SERVICES LLC 1014 MANITOBA, GARLAND, TX 75040 (214) 616-3301",INSTALL NEW HVAC
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912311013,issued,12/31/19,8619 GRUMMAN DR,Dallas,TX,"INFINITY ENERGY INC 2363 MERRITT DR, STE 200, GARLAND, TX 75041 (916) 678-4732",INSTALL ROOF MOUNTED SOLAR PANELS
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912311048,issued,12/31/19,4539 SAN GABRIEL DR,Dallas,TX,"LEISURE LIVING POOLS 7820 W. MAIN ST, FRISCO, TX 75033 (972) 335-2777",INSTALL SWIMMING POOL
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303019,issued,12/31/19,10851 STEPPINGTON DR,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912131034,issued,12/31/19,5330 PALOMAR LN,Dallas,TX,"SOUTHWEST FENCE DECK, INC. 4823 DOZIER RD, CARROLLTON, TX 75010 (972) 492-1370",INSTALL 8 FT CEDAR FENCE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912301005,issued,12/31/19,8906 WESTGLEN DR,Dallas,TX,"INFINITY ENERGY INC 2363 MERRITT DR, STE 200, GARLAND, TX 75041 (916) 678-4732",INSTALL ROOF MOUNTED SOLAR PANELS
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912241001,issued,12/31/19,406 KONAWA DR,Dallas,TX,"INFINITY ENERGY INC 2363 MERRITT DR, STE 200, GARLAND, TX 75041 (916) 678-4732",INSTALL ROOF MOUNTED SOLAR PANELS
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912316008,issued,12/31/19,4728 ASHBROOK RD,Dallas,TX,"M A FOUNDATION REPAIR 102 N SHILOH RD # 110, GARLAND, TX 75042 (214) 470-5820",FOUNDATION REPAIR
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303033,issued,12/31/19,2273 CENTERVILLE RD,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303082,issued,12/31/19,1903 N WESTMORELAND RD,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912311019,issued,12/31/19,443 OLIVE ST,Dallas,TX,"SWINERTON BUILDERS 5707 SOUTHWEST PKWY BLDG 1 STE 200, AUSTIN, TX 78735 (512) 327-5599",TC-2019-36729 1/4/2020-1/31/2020 9AM TO 4PM DAILY
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303068,issued,12/31/19,9658 ROLLING ROCK LN,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303074,issued,12/31/19,14385 NOEL RD,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912061158,issued,12/31/19,2850 N HARWOOD ST Ste:1025,Dallas,TX,"GORDON HIGHLANDER 4464 SIGMA RD , SUITE 150, DALLAS, TX 75244 (214) 553-6170",FIRST TIME FINISHOUT
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303071,issued,12/31/19,13832 C F HAWN FWY,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912316004,issued,12/31/19,708 WAYNE ST,Dallas,TX,"OROZCO'S SERVICES INC 2028 GRENOBLE DR, CARROLLTON, TX 75007 (972) 245-9210",REPLACE INTERIOR GAS LINE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303072,issued,12/31/19,15264 SEAGOVILLE RD,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912312003,issued,12/31/19,5414 CEDAR SPRINGS RD,Dallas,TX,"OWEN SERVICES LLC 1014 MANITOBA, GARLAND, TX 75040 (214) 616-3301",INSTALL NEW HVAC
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912312005,issued,12/31/19,5414 CEDAR SPRINGS RD,Dallas,TX,"OWEN SERVICES LLC 1014 MANITOBA, GARLAND, TX 75040 (214) 616-3301",INSTALL NEW HVAC
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912313008,issued,12/31/19,6137 SINGING HILLS DR,Dallas,TX,"ECO PLUMBING 1905 Coldwater Ln., ARLINGTON, TX 76006 (817) 323-8781",GAS RELAY OR REPAIR WITH TEST
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303085,issued,12/31/19,642 W LAWSON RD,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303048,issued,12/31/19,9073 AUDELIA RD,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303081,issued,12/31/19,1313 HARTSDALE DR,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",WIRE SWIMMING POOL
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912051109,issued,12/31/19,2439 WILTON AVE,Dallas,TX,"MARC JONES CONSTRUCTION LLC DBA SUNPRO SOLAR 22171 MCH RD, MANDEVILLE, LA 70471 (985) 882-7200",INSTALL ROOF MOUNTED SOLAR PV SYSTEM
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912234002,issued,12/31/19,18 ROYAL WAY,Dallas,TX,"FOX FOUNDATION REPAIR LLC 5504 W. Davis St, DALLAS, TX 75211 (214) 352-9427",FOUNDATION REPAIR
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303014,issued,12/31/19,5073 W UNIVERSITY BLVD,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912301007,issued,12/31/19,9133 LANEYVALE AVE,Dallas,TX,"INFINITY ENERGY INC 2363 MERRITT DR, STE 200, GARLAND, TX 75041 (916) 678-4732",INSTALL ROOF MOUNTED SOLAR PANELS
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912261055,issued,12/31/19,2930 KINGS RD,Dallas,TX,"INTEGRAL COMMERICAL 100 CRESENT CT STE 700, DALLAS, TX 75201 (214) 864-9310",REMOVE EXISTING ROOF AND INSTALL NEW ROOF
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303035,issued,12/31/19,3567 SKILLMAN ST,Dallas,TX,"B+T GROUP HOLDINGS INC 1025 S. Belt Line Road, Suite 400, Coppell, TX 75019 (469) 480-3578",PERMANENT ELECTRICAL SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303036,issued,12/31/19,17602 KELLY BLVD Ste:100,Dallas,TX,"PUBLIC SERVICE PLUMBERS INC. 5610 DYER ST., DALLAS, TX 75206 (214) 363-4477",INSTALL WATER HEATER
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912313050,issued,12/31/19,3257 CHAPEL DOWNS DR,Dallas,TX,"SERVICE CONTRACTORS PLUMBING 6174 Raymond Rd, Kaufman, TX 75142 (972) 232-2810",REPLACE WATER SERVICE
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912303013,issued,12/31/19,5014 MILLER AVE,Dallas,TX,"BAKER BROTHERS PLUMBING AIR 2615 BIG TOWN BLVD, MESQUITE, TX 75150 (214) 324-8811",INSTALL WATER HEATER
dallas_permits,permit,"Dallas, TX",https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,1912312001,issued,12/31/19,10222 ROSSER RD,Dallas,TX,"Allied Roofing of Texas, Inc. 7900 Sovereign Row, Dallas, TX 75217 (214) 637-7784",REMOVE EXISTING ROOF AND INSTALL NEW ROOF
