source_type,source_url,source_capture_utc,jurisdiction_x,permit_or_record_id,record_status,record_date,record_date_iso,project_address_x,project_city,project_state,description_raw,contractor_name_raw,contractor_name_normalized_x,dedupe_key,lift_probability_score,score_hits,recency_ok,contractor_domain,domain_resolution_source,contractor_name_normalized_y,jurisdiction_y,project_address_y,score,email_candidate,contact_role_bucket,generation_method,email,email_verification_status,email_is_catchall,email_quality_score,email_verification_provider,personalization_tokens
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812203062,issued,12/20/18,2018-12-20,1316 W CANTERBURY CT,Dallas,TX,BACKUP GENERATOR,"KEISER ELECTRIC PO BOX 151612, FT WORTH, TX 76108 (817) 319-2796","keiser electric po box 151612, ft worth, tx 76108 (817) 319-2796",5b6fe147c87b8d5c2dbf3559d8f220488d9034b9,4,"generator_or_ups,issued_or_awarded_status",False,keiserelectric.com,seed_partial,"keiser electric po box 151612, ft worth, tx 76108 (817) 319-2796","Dallas, TX",1316 W CANTERBURY CT,0.0,project@keiserelectric.com,role_inbox,role_inbox,project@keiserelectric.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""generator_or_ups,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1812203062""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812203062,issued,12/20/18,2018-12-20,1316 W CANTERBURY CT,Dallas,TX,BACKUP GENERATOR,"KEISER ELECTRIC PO BOX 151612, FT WORTH, TX 76108 (817) 319-2796","keiser electric po box 151612, ft worth, tx 76108 (817) 319-2796",5b6fe147c87b8d5c2dbf3559d8f220488d9034b9,4,"generator_or_ups,issued_or_awarded_status",False,keiserelectric.com,seed_partial,"keiser electric po box 151612, ft worth, tx 76108 (817) 319-2796","Dallas, TX",1316 W CANTERBURY CT,0.0,operations@keiserelectric.com,role_inbox,role_inbox,operations@keiserelectric.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""generator_or_ups,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1812203062""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812203062,issued,12/20/18,2018-12-20,1316 W CANTERBURY CT,Dallas,TX,BACKUP GENERATOR,"KEISER ELECTRIC PO BOX 151612, FT WORTH, TX 76108 (817) 319-2796","keiser electric po box 151612, ft worth, tx 76108 (817) 319-2796",5b6fe147c87b8d5c2dbf3559d8f220488d9034b9,4,"generator_or_ups,issued_or_awarded_status",False,keiserelectric.com,seed_partial,"keiser electric po box 151612, ft worth, tx 76108 (817) 319-2796","Dallas, TX",1316 W CANTERBURY CT,0.0,dispatch@keiserelectric.com,role_inbox,role_inbox,dispatch@keiserelectric.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""generator_or_ups,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1812203062""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812203062,issued,12/20/18,2018-12-20,1316 W CANTERBURY CT,Dallas,TX,BACKUP GENERATOR,"KEISER ELECTRIC PO BOX 151612, FT WORTH, TX 76108 (817) 319-2796","keiser electric po box 151612, ft worth, tx 76108 (817) 319-2796",5b6fe147c87b8d5c2dbf3559d8f220488d9034b9,4,"generator_or_ups,issued_or_awarded_status",False,keiserelectric.com,seed_partial,"keiser electric po box 151612, ft worth, tx 76108 (817) 319-2796","Dallas, TX",1316 W CANTERBURY CT,0.0,safety@keiserelectric.com,role_inbox,role_inbox,safety@keiserelectric.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""generator_or_ups,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1812203062""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812203062,issued,12/20/18,2018-12-20,1316 W CANTERBURY CT,Dallas,TX,BACKUP GENERATOR,"KEISER ELECTRIC PO BOX 151612, FT WORTH, TX 76108 (817) 319-2796","keiser electric po box 151612, ft worth, tx 76108 (817) 319-2796",5b6fe147c87b8d5c2dbf3559d8f220488d9034b9,4,"generator_or_ups,issued_or_awarded_status",False,keiserelectric.com,seed_partial,"keiser electric po box 151612, ft worth, tx 76108 (817) 319-2796","Dallas, TX",1316 W CANTERBURY CT,0.0,info@keiserelectric.com,role_inbox,role_inbox,info@keiserelectric.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""generator_or_ups,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1812203062""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812203062,issued,12/20/18,2018-12-20,1316 W CANTERBURY CT,Dallas,TX,BACKUP GENERATOR,"KEISER ELECTRIC PO BOX 151612, FT WORTH, TX 76108 (817) 319-2796","keiser electric po box 151612, ft worth, tx 76108 (817) 319-2796",5b6fe147c87b8d5c2dbf3559d8f220488d9034b9,4,"generator_or_ups,issued_or_awarded_status",False,keiserelectric.com,seed_partial,"keiser electric po box 151612, ft worth, tx 76108 (817) 319-2796","Dallas, TX",1316 W CANTERBURY CT,0.0,bids@keiserelectric.com,role_inbox,role_inbox,bids@keiserelectric.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""generator_or_ups,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1812203062""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271112,issued,12/19/19,2019-12-19,9186 VAN HORN DR,Dallas,TX,NEW CONSTRUCTION,"FCL BUILDERS 2401 E RANDOL MILL RD, #150, ARLINGTON, TX 76011 (972) 672-1824","fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824",2552b6640074ee4224b96e05de232d2330a6e76c,6,"new_construction,issued_or_awarded_status",False,fclbuilders.com,seed_partial,"fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824","Dallas, TX",9186 VAN HORN DR,0.0,estimating@fclbuilders.com,role_inbox,role_inbox,estimating@fclbuilders.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""new_construction,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1906271112""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271112,issued,12/19/19,2019-12-19,9186 VAN HORN DR,Dallas,TX,NEW CONSTRUCTION,"FCL BUILDERS 2401 E RANDOL MILL RD, #150, ARLINGTON, TX 76011 (972) 672-1824","fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824",2552b6640074ee4224b96e05de232d2330a6e76c,6,"new_construction,issued_or_awarded_status",False,fclbuilders.com,seed_partial,"fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824","Dallas, TX",9186 VAN HORN DR,0.0,projects@fclbuilders.com,role_inbox,role_inbox,projects@fclbuilders.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""new_construction,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1906271112""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271112,issued,12/19/19,2019-12-19,9186 VAN HORN DR,Dallas,TX,NEW CONSTRUCTION,"FCL BUILDERS 2401 E RANDOL MILL RD, #150, ARLINGTON, TX 76011 (972) 672-1824","fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824",2552b6640074ee4224b96e05de232d2330a6e76c,6,"new_construction,issued_or_awarded_status",False,fclbuilders.com,seed_partial,"fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824","Dallas, TX",9186 VAN HORN DR,0.0,project@fclbuilders.com,role_inbox,role_inbox,project@fclbuilders.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""new_construction,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1906271112""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271112,issued,12/19/19,2019-12-19,9186 VAN HORN DR,Dallas,TX,NEW CONSTRUCTION,"FCL BUILDERS 2401 E RANDOL MILL RD, #150, ARLINGTON, TX 76011 (972) 672-1824","fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824",2552b6640074ee4224b96e05de232d2330a6e76c,6,"new_construction,issued_or_awarded_status",False,fclbuilders.com,seed_partial,"fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824","Dallas, TX",9186 VAN HORN DR,0.0,operations@fclbuilders.com,role_inbox,role_inbox,operations@fclbuilders.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""new_construction,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1906271112""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271112,issued,12/19/19,2019-12-19,9186 VAN HORN DR,Dallas,TX,NEW CONSTRUCTION,"FCL BUILDERS 2401 E RANDOL MILL RD, #150, ARLINGTON, TX 76011 (972) 672-1824","fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824",2552b6640074ee4224b96e05de232d2330a6e76c,6,"new_construction,issued_or_awarded_status",False,fclbuilders.com,seed_partial,"fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824","Dallas, TX",9186 VAN HORN DR,0.0,dispatch@fclbuilders.com,role_inbox,role_inbox,dispatch@fclbuilders.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""new_construction,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1906271112""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271112,issued,12/19/19,2019-12-19,9186 VAN HORN DR,Dallas,TX,NEW CONSTRUCTION,"FCL BUILDERS 2401 E RANDOL MILL RD, #150, ARLINGTON, TX 76011 (972) 672-1824","fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824",2552b6640074ee4224b96e05de232d2330a6e76c,6,"new_construction,issued_or_awarded_status",False,fclbuilders.com,seed_partial,"fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824","Dallas, TX",9186 VAN HORN DR,0.0,safety@fclbuilders.com,role_inbox,role_inbox,safety@fclbuilders.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""new_construction,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1906271112""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271112,issued,12/19/19,2019-12-19,9186 VAN HORN DR,Dallas,TX,NEW CONSTRUCTION,"FCL BUILDERS 2401 E RANDOL MILL RD, #150, ARLINGTON, TX 76011 (972) 672-1824","fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824",2552b6640074ee4224b96e05de232d2330a6e76c,6,"new_construction,issued_or_awarded_status",False,fclbuilders.com,seed_partial,"fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824","Dallas, TX",9186 VAN HORN DR,0.0,info@fclbuilders.com,role_inbox,role_inbox,info@fclbuilders.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""new_construction,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1906271112""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271112,issued,12/19/19,2019-12-19,9186 VAN HORN DR,Dallas,TX,NEW CONSTRUCTION,"FCL BUILDERS 2401 E RANDOL MILL RD, #150, ARLINGTON, TX 76011 (972) 672-1824","fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824",2552b6640074ee4224b96e05de232d2330a6e76c,6,"new_construction,issued_or_awarded_status",False,fclbuilders.com,seed_partial,"fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824","Dallas, TX",9186 VAN HORN DR,0.0,bids@fclbuilders.com,role_inbox,role_inbox,bids@fclbuilders.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""new_construction,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1906271112""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271184,issued,12/19/19,2019-12-19,9280 VAN HORN DR,Dallas,TX,"NEW CONSTRUCTION 297,500 SF. SHELL WAREHOUSE.","FCL BUILDERS 2401 E RANDOL MILL RD, #150, ARLINGTON, TX 76011 (972) 672-1824","fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824",9bf120e50ae456b073ee783718df6171a4dc9276,6,"new_construction,issued_or_awarded_status",False,fclbuilders.com,seed_partial,"fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824","Dallas, TX",9186 VAN HORN DR,0.0,estimating@fclbuilders.com,role_inbox,role_inbox,estimating@fclbuilders.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""new_construction,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1906271184""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271184,issued,12/19/19,2019-12-19,9280 VAN HORN DR,Dallas,TX,"NEW CONSTRUCTION 297,500 SF. SHELL WAREHOUSE.","FCL BUILDERS 2401 E RANDOL MILL RD, #150, ARLINGTON, TX 76011 (972) 672-1824","fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824",9bf120e50ae456b073ee783718df6171a4dc9276,6,"new_construction,issued_or_awarded_status",False,fclbuilders.com,seed_partial,"fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824","Dallas, TX",9186 VAN HORN DR,0.0,projects@fclbuilders.com,role_inbox,role_inbox,projects@fclbuilders.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""new_construction,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1906271184""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271184,issued,12/19/19,2019-12-19,9280 VAN HORN DR,Dallas,TX,"NEW CONSTRUCTION 297,500 SF. SHELL WAREHOUSE.","FCL BUILDERS 2401 E RANDOL MILL RD, #150, ARLINGTON, TX 76011 (972) 672-1824","fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824",9bf120e50ae456b073ee783718df6171a4dc9276,6,"new_construction,issued_or_awarded_status",False,fclbuilders.com,seed_partial,"fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824","Dallas, TX",9186 VAN HORN DR,0.0,project@fclbuilders.com,role_inbox,role_inbox,project@fclbuilders.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""new_construction,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1906271184""}"
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271184,issued,12/19/19,2019-12-19,9280 VAN HORN DR,Dallas,TX,"NEW CONSTRUCTION 297,500 SF. SHELL WAREHOUSE.","FCL BUILDERS 2401 E RANDOL MILL RD, #150, ARLINGTON, TX 76011 (972) 672-1824","fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824",9bf120e50ae456b073ee783718df6171a4dc9276,6,"new_construction,issued_or_awarded_status",False,fclbuilders.com,seed_partial,"fcl builders 2401 e randol mill rd, #150, arlington, tx 76011 (972) 672-1824","Dallas, TX",9186 VAN HORN DR,0.0,operations@fclbuilders.com,role_inbox,role_inbox,operations@fclbuilders.com,catchall,True,risky,millionverifier,"{""jurisdiction"":"""",""city"":""Dallas"",""state"":""TX"",""trigger"":""new_construction,issued_or_awarded_status"",""status"":""issued"",""address"":"""",""permit_id"":""1906271184""}"
