source_type,source_url,source_capture_utc,jurisdiction,permit_or_record_id,record_status,record_date,record_date_iso,project_address,project_city,project_state,description_raw,contractor_name_raw,contractor_name_normalized,dedupe_key,lift_probability_score,score_hits,recency_ok,contractor_domain,domain_resolution_source
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1908081175,issued,12/31/19,2019-12-31,10511 OLYMPIC DR,Dallas,TX,NEW CONSTRUCTION - SITE WORK,"ALL AMERICAN ROOFING REMODELING 111 PARK HURST LN, ALLEN, TX 75013 (214) 686-9075","all american roofing remodeling 111 park hurst ln, allen, tx 75013 (214) 686-9075",e951b0174da8e7d1c33b3f7b8b120bb3ca90a8a9,6,"new_construction,issued_or_awarded_status",False,allamericanroofingremodeling.com|allamericanroofingremodelingdallas.com|all-american-roofing.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912301078,issued,12/31/19,2019-12-31,6802 KENWOOD AVE,Dallas,TX,INTERIOR REMODEL ONLY,"KITCHEN DESIGN CONCEPTS 2741 E BELTLINE, #113, CARROLLTON, TX 75006 (214) 390-8300","kitchen design concepts 2741 e beltline, #113, carrollton, tx 75006 (214) 390-8300",3ca2edb909563f74ef6a1590cef33a2dcce1448e,4,"indoor_or_tight_access,issued_or_awarded_status",False,kitchendesignconcepts2741.com|kitchendesignconcepts2741dallas.com|kitchen-design-concepts.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912311076,issued,12/31/19,2019-12-31,8461 HUNNICUT RD,Dallas,TX,INTERIOR REMODEL GENERAL REPAIR-NO STRUCTURAL CHANGES / KITCHEN,", , () -",", , () -",ad6e282755bdb43d39e6a176dae36002031a9b2e,4,"indoor_or_tight_access,issued_or_awarded_status",False,,unresolved
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812311040,issued,12/31/18,2018-12-31,11743 BROADMOOR DR,Dallas,TX,INTERIOR/EXTERIOR REMODEL AND GARAGE CONVERSION,"BEAUTIFY BY AM 409 BUTTERCUP CT, MANSFIELD, TX 76063 (817) 789-2828","beautify by am 409 buttercup ct, mansfield, tx 76063 (817) 789-2828",f5a1a17053237f52891fe2dcf6b32ce51d506295,4,"indoor_or_tight_access,issued_or_awarded_status",False,beautifybyam409.com|beautifybyam409dallas.com|beautify-by-am.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812311005,issued,12/31/18,2018-12-31,6211 W NORTHWEST HWY Ste:222G,Dallas,TX,INTERIOR REMODEL ONLY,"HALLIBURTON CONST 6211 WEST NORTH WEST HIGHWAY, DALLAS, TX 75225 (214) 356-4001","halliburton const 6211 west north west highway, dallas, tx 75225 (214) 356-4001",e09640d5c278373ebf546168d5bea161ef2461d9,4,"indoor_or_tight_access,issued_or_awarded_status",False,halliburtonconst6211west.com|halliburtonconst6211westdallas.com|halliburton-const-6211.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1811161054,issued,12/31/18,2018-12-31,6025 ROYAL LN Ste:123,Dallas,TX,INTERIOR REMODEL,"JM CONSTRUCTION SOLUTIONS, LLC 1937 IRVING BLVD B, DALLAS, TX 75207 (713) 494-9540","jm construction solutions, 1937 irving blvd b, dallas, tx 75207 (713) 494-9540",a0a7edcd1c665b2287b539cb252d7ff766cbfe1f,4,"indoor_or_tight_access,issued_or_awarded_status",False,jm1937irvingblvd.com|jm1937irvingblvddallas.com|jm-1937-irving.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812041076,issued,12/31/18,2018-12-31,8350 N CENTRAL EXPY Ste:1900,Dallas,TX,INTERIOR REMODEL OF 1900 AND 2000,"SEVENSTAR GC INC 2218 Bryan Street , Suite 100, DALLAS , TX 75206 (214) 832-7760","sevenstar gc 2218 bryan street , suite 100, dallas , tx 75206 (214) 832-7760",0f311f826c8160ea60db0eed6b00f865851031fd,4,"indoor_or_tight_access,issued_or_awarded_status",False,sevenstargc2218bryan.com|sevenstargc2218bryandallas.com|sevenstar-gc-2218.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1811201175,issued,12/31/18,2018-12-31,1401 S AKARD ST,Dallas,TX,INTERIOR AND EXTERIOR REMODEL ONLY,"V M GRANITE AND REMODELING, LLC 2741 N HWY 175, SEAGOVILLE, TX 75159 (214) 974-1515","v m granite and remodeling, 2741 n hwy 175, seagoville, tx 75159 (214) 974-1515",9f763b124168deee7d17c9c29706e1a62dd2a06a,4,"indoor_or_tight_access,issued_or_awarded_status",False,vmgraniteremodeling.com|vmgraniteremodelingdallas.com|v-m-granite.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812041113,issued,12/31/18,2018-12-31,516 BEDFORD ST,Dallas,TX,INTERIOR REMODEL ONLY,"MCGREGOR CONTRATCORS 331 SINGLETON SUITE 200, DALLAS, TX 75212 (214) 502-5427","mcgregor contratcors 331 singleton suite 200, dallas, tx 75212 (214) 502-5427",07da5f9905ed6c07dab215a08246968ce108de0b,4,"indoor_or_tight_access,issued_or_awarded_status",False,mcgregorcontratcors331singleton.com|mcgregorcontratcors331singletondallas.com|mcgregor-contratcors-331.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812281065,issued,12/31/18,2018-12-31,6414 LAKEWOOD BLVD,Dallas,TX,"INTERIOR AND EXTERIOR REMODEL-REMODEL FIRST FLOOR KITCHEN,LIVING","REMODELING GROUP 7211 ABERDEEN AVE, DALLAS, TX 75230 (469) 556-0216","remodeling group 7211 aberdeen ave, dallas, tx 75230 (469) 556-0216",d9138420369d56a25b2153c36d140c1597faeb57,4,"indoor_or_tight_access,issued_or_awarded_status",False,remodeling7211aberdeenave.com|remodeling7211aberdeenavedallas.com|remodeling-7211-aberdeen.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812041077,issued,12/31/18,2018-12-31,8350 N CENTRAL EXPY Ste:2000,Dallas,TX,INTERIOR REMODEL OF 1900 AND 2000,"SEVENSTAR GC INC 2218 Bryan Street , Suite 100, DALLAS , TX 75206 (214) 832-7760","sevenstar gc 2218 bryan street , suite 100, dallas , tx 75206 (214) 832-7760",c1b8f285369c5bdf9f20a12133f0340f417a109d,4,"indoor_or_tight_access,issued_or_awarded_status",False,sevenstargc2218bryan.com|sevenstargc2218bryandallas.com|sevenstar-gc-2218.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912231006,issued,12/30/19,2019-12-30,8300 LA PRADA DR Ste:162,Dallas,TX,INTERIOR REMODEL - FINISH SUITE FOR NEW TENANT,"CLUB HOUSE DAIQURIS LLC 8300 LA PARDA DR STE 162, DALLAS, TX 75228 (214) 434-2060","club house daiquris 8300 la parda dr ste 162, dallas, tx 75228 (214) 434-2060",d0e7693e57a3d0e23dcdfc06c70c40e3826669cb,4,"indoor_or_tight_access,issued_or_awarded_status",False,clubhousedaiquris8300.com|clubhousedaiquris8300dallas.com|club-house-daiquris.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912301017,issued,12/30/19,2019-12-30,223 N MONTCLAIR AVE,Dallas,TX,INTERIOR/EXTERIOR ADDING WINDOWS,"DAYCOR ENTERPRISES INC. P O BOX 95 , MELISSA , TX 75454 (972) 832-0443","daycor enterprises. p o box 95 , melissa , tx 75454 (972) 832-0443",437393f6a57050ecb65717e67c86fac586553935,4,"indoor_or_tight_access,issued_or_awarded_status",False,daycorpobox.com|daycorpoboxdallas.com|daycor-p-o.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912301090,issued,12/30/19,2019-12-30,4833 CASH RD,Dallas,TX,INTERIOR REMODEL BRICK UP 2 WALL TO SEPARATE SUITES,"KESSLER ROOFING CONSTRUCTION 2603 ALCO AVE, DALLAS, TX 75211 (469) 951-3282","kessler roofing construction 2603 alco ave, dallas, tx 75211 (469) 951-3282",d7dca3d596188e2434165699a5324b25774282b2,4,"indoor_or_tight_access,issued_or_awarded_status",False,kesslerroofing2603alco.com|kesslerroofing2603alcodallas.com|kessler-roofing-2603.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912261082,issued,12/30/19,2019-12-30,10641 STEPPINGTON DR,Dallas,TX,INSTALL UNDERGROUND FIRELINE,"VETTED FIRE PROTECTION 9494 OUT CROP, TERRELL, TX 75160 (214) 901-6304","vetted fire protection 9494 out crop, terrell, tx 75160 (214) 901-6304",e0df39bdc92e96399cbcfdb4b1401682c87cea20,4,"indoor_or_tight_access,issued_or_awarded_status",False,vettedfireprotection9494.com|vettedfireprotection9494dallas.com|vetted-fire-protection.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912301122,issued,12/30/19,2019-12-30,6410 SKILLMAN ST,Dallas,TX,INTERIOR & EXTERIOR REMODEL; NO ADDITION,"EBRO CONSULTANTS DESIGN 12484 ABRAMS RD #1924, DALLAS, TX 75243 (214) 772-5618","ebro consultants design 12484 abrams rd #1924, dallas, tx 75243 (214) 772-5618",d619e98045e309de2f9c5e08a9e7697d61c1406b,4,"indoor_or_tight_access,issued_or_awarded_status",False,ebroconsultantsdesign12484.com|ebroconsultantsdesign12484dallas.com|ebro-consultants-design.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912301085,issued,12/30/19,2019-12-30,3276 S POLK ST,Dallas,TX,ELECRICAL REPAIRS IN MECHANICAL ROOM AND BUILDING HOUSE POWER,"PALMER SERVICES LLC 924 ALLEN ST, IRVING, TX 75060 (972) 765-8156","palmer services 924 allen st, irving, tx 75060 (972) 765-8156",42a04b3cc61bae743977240ecd83841d8c8f10df,4,"indoor_or_tight_access,issued_or_awarded_status",False,palmer924allenst.com|palmer924allenstdallas.com|palmer-924-allen.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812281034,issued,12/28/18,2018-12-28,1111 W MOCKINGBIRD LN,Dallas,TX,INTERIOR REMODEL ONLY,"NORTEX GC, INC, 1111 MOCKINGBIRD LN #910, DALLAS, TX 75247 (469) 623-1750","nortex gc,, 1111 mockingbird ln #910, dallas, tx 75247 (469) 623-1750",3f6f3c36ce573aa0f5f817b1323bab96141b6182,4,"indoor_or_tight_access,issued_or_awarded_status",False,nortexgc1111mockingbird.com|nortexgc1111mockingbirddallas.com|nortex-gc-1111.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812031101,issued,12/28/18,2018-12-28,6211 W NORTHWEST HWY,Dallas,TX,ONE DOOR ACCESS CONTROL FOR PRESTON TOWER CONDOMINUIMS. UNDERGROUND PARKING LEVEL G1,"DALLAS SECURITY SYSTEMS 10731 ROCKWALL RD, DALLAS, TX 75238-1219 (214) 553-6103","dallas security systems 10731 rockwall rd, dallas, tx 75238-1219 (214) 553-6103",4ec2dd21cc25443f6937a3d50e6645b850e90fca,4,"indoor_or_tight_access,issued_or_awarded_status",False,dallassecuritysystems10731.com|dallas-security-systems.com|dallassecurity.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812281036,issued,12/28/18,2018-12-28,640 E COLORADO BLVD Ste:120,Dallas,TX,INTERIOR REMODEL ONLY,"EL CITY VIEW 640 E COLORADO BLVD, DALLAS, TX 75203 (972) 904-0333","el city view 640 e colorado blvd, dallas, tx 75203 (972) 904-0333",fca6f5fafd27e6b41d52887d12e7d226b9e3d64d,4,"indoor_or_tight_access,issued_or_awarded_status",False,elcityview640.com|elcityview640dallas.com|el-city-view.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812281047,issued,12/28/18,2018-12-28,8131 L B J FWY Ste:610,Dallas,TX,INTERIOR REMODEL ONLY,"COE BUILDERS INC 2221 E GRAUWYLER #160, DALLAS, TX 75061 (214) 837-0768","coe builders 2221 e grauwyler #160, dallas, tx 75061 (214) 837-0768",68db81e4ecbd10de5d012ff6431d060fdc8ac064,4,"indoor_or_tight_access,issued_or_awarded_status",False,coebuilders2221e.com|coebuilders2221edallas.com|coe-builders-2221.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812281059,issued,12/28/18,2018-12-28,4118 SANTA BARBARA DR,Dallas,TX,INTERIOR REMODEL ONLY,"RENOVATIONS AT WORK 2617 WINNPAGE RD, FLOWER MOUND, TX 75022 (512) 567-2993","renovations at work 2617 winnpage rd, flower mound, tx 75022 (512) 567-2993",6f108c44b7db049444f3d403ca3555979ae7642d,4,"indoor_or_tight_access,issued_or_awarded_status",False,renovationsatwork2617.com|renovationsatwork2617dallas.com|renovations-at-work.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812281017,issued,12/28/18,2018-12-28,8631 RICHARDSON BRANCH,Dallas,TX,SFD INTERIOR/ EXTERIOR REMODEL,"AMBER DILANE HOMES 2112 SOUTH THIRD ST., MABANK, TX 75147 (903) 887-4228","amber dilane homes 2112 south third st., mabank, tx 75147 (903) 887-4228",46c8f4306542a7db1e1e2c3e6ccf0e9bd34619fa,4,"indoor_or_tight_access,issued_or_awarded_status",False,amberdilanehomes2112.com|amberdilanehomes2112dallas.com|amber-dilane-homes.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1810311038,issued,12/28/18,2018-12-28,2555 INWOOD RD Ste:131,Dallas,TX,INTERIOR REMODEL ONLY,"ARTURO DIAZ 735 N CRAWFORD ST, DALLAS , TX 75203 (214) 643-2520","arturo diaz 735 n crawford st, dallas , tx 75203 (214) 643-2520",79449564a9dd46afb25093775ec539f2b3d560d4,4,"indoor_or_tight_access,issued_or_awarded_status",False,arturodiaz735n.com|arturodiaz735ndallas.com|arturo-diaz-735.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812281027,issued,12/28/18,2018-12-28,9530 MILLTRAIL DR,Dallas,TX,INTERIOR REMODEL ONLY,"KINGDOM ASSOCIATE 1850 TETON DR, GRAPEVINE, TX 76051 (903) 267-9219","kingdom associate 1850 teton dr, grapevine, tx 76051 (903) 267-9219",418f439304f91d5a9c269414888146a3e9e37022,4,"indoor_or_tight_access,issued_or_awarded_status",False,kingdomassociate1850teton.com|kingdomassociate1850tetondallas.com|kingdom-associate-1850.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1812281020,issued,12/28/18,2018-12-28,900 JACKSON ST Ste:700,Dallas,TX,INTERIOR REMODEL ONLY,"K-CONSTRUCTION CO INC 8505 Directors Row, Dallas, TX 75247-5501 (214) 631-0831","k-construction co 8505 directors row, dallas, tx 75247-5501 (214) 631-0831",f9188b763006b095a96131129d0e179a899a7761,4,"indoor_or_tight_access,issued_or_awarded_status",False,kconstruction8505directorsrow.com|kconstruction8505directorsrowdallas.com|kconstruction-8505-directors.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1909171125,issued,12/27/19,2019-12-27,1805 SYLVAN AVE,Dallas,TX,INTERIOR REMODEL TO INSTALL STORAGE RACK ABOVE COOLER,"REISING CONTRACTING 2221 E CONTINENTAL BLVD #140, SOUTHLAKE, TX 76092 (817) 488-0077","reising contracting 2221 e continental blvd #140, southlake, tx 76092 (817) 488-0077",2b993ac4c4c400f91edd0a74d261054af74dea33,4,"indoor_or_tight_access,issued_or_awarded_status",False,reising2221econtinental.com|reising2221econtinentaldallas.com|reising-2221-e.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271144,issued,12/27/19,2019-12-27,5490 DENTON DR CUT OFF,Dallas,TX,NEW CONSTRUCTION,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","oht construction 901 s mopac expy, bldg iii, ste 220, austin, tx 78746 (512) 813-7111",b35e162bf8e326d63655809a4e12de692df30b9c,6,"new_construction,issued_or_awarded_status",False,ohtconstruction.com,seed_partial
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271148,issued,12/27/19,2019-12-27,5490 DENTON DR CUT OFF,Dallas,TX,NEW CONSTRUCTION,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","oht construction 901 s mopac expy, bldg iii, ste 220, austin, tx 78746 (512) 813-7111",5caf909dd1ec58a23db6f76d9e70b39b4dbf4d27,6,"new_construction,issued_or_awarded_status",False,ohtconstruction.com,seed_partial
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1912271016,issued,12/27/19,2019-12-27,1717 MAIN ST Ste:1400,Dallas,TX,INTERIOR REMODEL ONLY,"K2 CONSTRUCTION, INC 6688 N CENTRAL EXPWY Ste:100, DALLAS, TX 75206 (214) 363-7870","k2 construction, 6688 n central expwy ste:100, dallas, tx 75206 (214) 363-7870",cd4c60a8758902c61484d3389fad01576fc212dc,4,"indoor_or_tight_access,issued_or_awarded_status",False,k26688ncentral.com|k26688ncentraldallas.com|k2-6688-n.com,enrichment_generated
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271154,issued,12/27/19,2019-12-27,5490 DENTON DR CUT OFF,Dallas,TX,NEW CONSTRUCTION,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","oht construction 901 s mopac expy, bldg iii, ste 220, austin, tx 78746 (512) 813-7111",dc0595b838060ac91bb1860bec3e568b8f5b5d54,6,"new_construction,issued_or_awarded_status",False,ohtconstruction.com,seed_partial
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271142,issued,12/27/19,2019-12-27,5490 DENTON DR CUT OFF,Dallas,TX,NEW CONSTRUCTION,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","oht construction 901 s mopac expy, bldg iii, ste 220, austin, tx 78746 (512) 813-7111",7e6dda2d7c60d1b0075c677066702c3a56353d1b,6,"new_construction,issued_or_awarded_status",False,ohtconstruction.com,seed_partial
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271138,issued,12/27/19,2019-12-27,5490 DENTON DR CUT OFF,Dallas,TX,NEW CONSTRUCTION,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","oht construction 901 s mopac expy, bldg iii, ste 220, austin, tx 78746 (512) 813-7111",5c65b68620897ee82b0d79b988b25ca6884f70f7,6,"new_construction,issued_or_awarded_status",False,ohtconstruction.com,seed_partial
permit,https://www.dallasopendata.com/Services/Building-Permits/e7gq-4sah,2026-03-01T19:06:46+00:00,"Dallas, TX",1906271150,issued,12/27/19,2019-12-27,5490 DENTON DR CUT OFF,Dallas,TX,NEW CONSTRUCTION,"OHT CONSTRUCTION LLC 901 S MOPAC EXPY, BLDG III, STE 220, AUSTIN, TX 78746 (512) 813-7111","oht construction 901 s mopac expy, bldg iii, ste 220, austin, tx 78746 (512) 813-7111",7529ddfc3fcb7241a93bb6128bb02faaed473e47,6,"new_construction,issued_or_awarded_status",False,ohtconstruction.com,seed_partial
